Province,Year,Gender,Area_Type,Percentage
Sulawesi Utara,2014,Female,Rural,29.71631942
Sulawesi Utara,2014,Female,Urban+Rural,26.50550054
Sulawesi Utara,2015,Male,Urban,24.49262915
Sulawesi Utara,2015,Male,Rural,28.93861954
Sulawesi Utara,2015,Male,Urban+Rural,26.93623792
Sulawesi Utara,2015,Female,Urban,25.21776891
Sulawesi Utara,2015,Female,Rural,29.83794469
Sulawesi Utara,2015,Female,Urban+Rural,27.70365114
Sulawesi Utara,2016,Male,Urban,23.14559969
Sulawesi Utara,2016,Male,Rural,27.68322095
Sulawesi Utara,2016,Male,Urban+Rural,25.59396213
Sulawesi Utara,2016,Female,Urban,23.81899065
Sulawesi Utara,2016,Female,Rural,27.95858482
Sulawesi Utara,2016,Female,Urban+Rural,25.99947245
Sulawesi Utara,2017,Male,Urban,23.19580708
Sulawesi Utara,2017,Male,Rural,28.64535199
Sulawesi Utara,2017,Male,Urban+Rural,26.0819475
Sulawesi Utara,2017,Female,Urban,24.42767606
Sulawesi Utara,2017,Female,Rural,29.90787949
Sulawesi Utara,2017,Female,Urban+Rural,27.28973786
Sulawesi Utara,2018,Male,Urban,25.66450918
Sulawesi Utara,2018,Male,Rural,30.20228642
Sulawesi Utara,2018,Male,Urban+Rural,27.94832452
Sulawesi Utara,2018,Female,Urban,27.68841344
Sulawesi Utara,2018,Female,Rural,32.61934367
Sulawesi Utara,2018,Female,Urban+Rural,30.11798308
Sulawesi Utara,2019,Male,Urban,26.25172114
Sulawesi Utara,2019,Male,Rural,29.75056643
Sulawesi Utara,2019,Male,Urban+Rural,27.90731414
Sulawesi Utara,2019,Female,Urban,27.89133746
Sulawesi Utara,2019,Female,Rural,31.91287542
Sulawesi Utara,2019,Female,Urban+Rural,29.83203782
Sulawesi Utara,2020,Male,Urban,22.44356507
Sulawesi Utara,2020,Male,Rural,25.07839167
Sulawesi Utara,2020,Male,Urban+Rural,23.69096435
Sulawesi Utara,2020,Female,Urban,25.1347487
Sulawesi Utara,2020,Female,Rural,27.60803055
Sulawesi Utara,2020,Female,Urban+Rural,26.32843231
Sulawesi Utara,2021,Male,Urban,25.4490028
Sulawesi Utara,2021,Male,Rural,16.25518533
Sulawesi Utara,2021,Male,Urban+Rural,21.24362835
Sulawesi Utara,2021,Female,Urban,26.96719784
Sulawesi Utara,2021,Female,Rural,18.31091041
Sulawesi Utara,2021,Female,Urban+Rural,22.96741738
Sulawesi Utara,2022,Male,Urban,19.17846764
Sulawesi Utara,2022,Male,Rural,26.7701748
Sulawesi Utara,2022,Male,Urban+Rural,22.72689315
Sulawesi Utara,2022,Female,Urban,20.87200745
Sulawesi Utara,2022,Female,Rural,28.49843805
Sulawesi Utara,2022,Female,Urban+Rural,24.29725668
Sulawesi Utara,2023,Male,Urban,23.78191345
Sulawesi Utara,2023,Male,Rural,23.36239439
Sulawesi Utara,2023,Male,Urban+Rural,23.58876252
Sulawesi Utara,2023,Female,Urban,26.7755479
Sulawesi Utara,2023,Female,Rural,26.27226525
Sulawesi Utara,2023,Female,Urban+Rural,26.55320979
Sulawesi Tengah,2009,Male,Urban,36.08
Sulawesi Tengah,2009,Male,Rural,37.15
Sulawesi Tengah,2009,Male,Urban+Rural,36.93
Sulawesi Tengah,2009,Female,Urban,37.6
Sulawesi Tengah,2009,Female,Rural,38.51
Sulawesi Tengah,2009,Female,Urban+Rural,38.31
Sulawesi Tengah,2010,Male,Urban,41.72
Sulawesi Tengah,2010,Male,Rural,37.78
Sulawesi Tengah,2010,Male,Urban+Rural,38.72
Sulawesi Tengah,2010,Female,Urban,41.23
Sulawesi Tengah,2010,Female,Rural,38.78
Sulawesi Tengah,2010,Female,Urban+Rural,39.39
Sulawesi Tengah,2011,Male,Urban,30.29
Sulawesi Tengah,2011,Male,Rural,34.77
Sulawesi Tengah,2011,Male,Urban+Rural,33.7
Sulawesi Tengah,2011,Female,Urban,34.7
Sulawesi Tengah,2011,Female,Rural,33.31
Sulawesi Tengah,2011,Female,Urban+Rural,34.36
Sulawesi Tengah,2012,Male,Urban,30.38
Sulawesi Tengah,2012,Male,Rural,29.47
Sulawesi Tengah,2012,Male,Urban+Rural,29.69
Sulawesi Tengah,2012,Female,Urban,30.9
Sulawesi Tengah,2012,Female,Rural,30.96
Sulawesi Tengah,2012,Female,Urban+Rural,30.95
Sulawesi Tengah,2013,Male,Urban,31.90769587
Sulawesi Tengah,2013,Male,Rural,29.48117068
Sulawesi Tengah,2013,Male,Urban+Rural,30.06705125
Sulawesi Tengah,2013,Female,Urban,32.23138921
Sulawesi Tengah,2013,Female,Rural,29.72598503
Sulawesi Tengah,2013,Female,Urban+Rural,30.35284844
Sulawesi Tengah,2014,Male,Urban,26.85767267
Sulawesi Tengah,2014,Male,Rural,30.69426859
Sulawesi Tengah,2014,Male,Urban+Rural,29.7724787
Sulawesi Tengah,2014,Female,Urban,29.57281143
Sulawesi Tengah,2014,Female,Rural,31.75251396
Sulawesi Tengah,2014,Female,Urban+Rural,31.20880031
Sulawesi Tengah,2015,Male,Urban,29.71318077
Sulawesi Tengah,2015,Male,Rural,27.70342047
Sulawesi Tengah,2015,Male,Urban+Rural,28.19353565
Sulawesi Tengah,2015,Female,Urban,31.16325882
Sulawesi Tengah,2015,Female,Rural,29.95988983
Sulawesi Tengah,2015,Female,Urban+Rural,30.26390068
Sulawesi Tengah,2016,Male,Urban,26.78281738
Sulawesi Tengah,2016,Male,Rural,25.51140004
Sulawesi Tengah,2016,Male,Urban+Rural,25.82833488
Sulawesi Tengah,2016,Female,Urban,28.72845435
Sulawesi Tengah,2016,Female,Rural,25.66081212
Sulawesi Tengah,2016,Female,Urban+Rural,26.45969173
Sulawesi Tengah,2017,Male,Urban,26.42460129
Sulawesi Tengah,2017,Male,Rural,29.42267003
Sulawesi Tengah,2017,Male,Urban+Rural,28.65888853
Sulawesi Tengah,2017,Female,Urban,27.65073035
Sulawesi Tengah,2017,Female,Rural,32.18638558
Sulawesi Tengah,2017,Female,Urban+Rural,30.98525259
Sulawesi Tengah,2018,Male,Urban,29.7337899
Sulawesi Tengah,2018,Male,Rural,29.78228081
Sulawesi Tengah,2018,Male,Urban+Rural,29.76896811
Sulawesi Tengah,2018,Female,Urban,34.82959257
Sulawesi Tengah,2018,Female,Rural,32.52722791
Sulawesi Tengah,2018,Female,Urban+Rural,33.18213776
Sulawesi Tengah,2019,Male,Urban,32.76330124
Sulawesi Tengah,2019,Male,Rural,29.61027207
Sulawesi Tengah,2019,Male,Urban+Rural,30.56178666
Sulawesi Tengah,2019,Female,Urban,38.71847675
Sulawesi Tengah,2019,Female,Rural,32.25123366
Sulawesi Tengah,2019,Female,Urban+Rural,34.16173988
Sulawesi Tengah,2020,Male,Urban,25.19177021
Sulawesi Tengah,2020,Male,Rural,24.81652807
Sulawesi Tengah,2020,Male,Urban+Rural,24.9301734
Sulawesi Tengah,2020,Female,Urban,28.90879498
Sulawesi Tengah,2020,Female,Rural,26.84134463
Sulawesi Tengah,2020,Female,Urban+Rural,27.4499714
Sulawesi Tengah,2021,Male,Urban,32.06068848
Sulawesi Tengah,2021,Male,Rural,21.40714739
Sulawesi Tengah,2021,Male,Urban+Rural,24.73108985
Sulawesi Tengah,2021,Female,Urban,33.10685984
Sulawesi Tengah,2021,Female,Rural,23.8819382
Sulawesi Tengah,2021,Female,Urban+Rural,26.72872354
Sulawesi Tengah,2022,Male,Urban,23.02379722
Sulawesi Tengah,2022,Male,Rural,21.30667801
Sulawesi Tengah,2022,Male,Urban+Rural,21.83776133
Sulawesi Tengah,2022,Female,Urban,23.07048499
Sulawesi Tengah,2022,Female,Rural,24.08962874
Sulawesi Tengah,2022,Female,Urban+Rural,23.75097791
Sulawesi Tengah,2023,Male,Urban,21.82962561
Sulawesi Tengah,2023,Male,Rural,18.81870009
Sulawesi Tengah,2023,Male,Urban+Rural,19.77343921
Sulawesi Tengah,2023,Female,Urban,25.18196594
Sulawesi Tengah,2023,Female,Rural,20.22574888
Sulawesi Tengah,2023,Female,Urban+Rural,21.87228896
Sulawesi Selatan,2009,Male,Urban,30.23
Sulawesi Selatan,2009,Male,Rural,31.69
Sulawesi Selatan,2009,Male,Urban+Rural,31.22
Sulawesi Selatan,2009,Female,Urban,30.16
Sulawesi Selatan,2009,Female,Rural,33.06
Sulawesi Selatan,2009,Female,Urban+Rural,32.12
Sulawesi Selatan,2010,Male,Urban,28.76
Sulawesi Selatan,2010,Male,Rural,30.39
Sulawesi Selatan,2010,Male,Urban+Rural,29.8
Sulawesi Selatan,2010,Female,Urban,31.47
Sulawesi Selatan,2010,Female,Rural,31.42
Sulawesi Selatan,2010,Female,Urban+Rural,31.44
Sulawesi Selatan,2011,Male,Urban,28.09
Sulawesi Selatan,2011,Male,Rural,26.29
Sulawesi Selatan,2011,Male,Urban+Rural,26.94
Sulawesi Selatan,2011,Female,Urban,27.96
Sulawesi Selatan,2011,Female,Rural,28.23
Sulawesi Selatan,2011,Female,Urban+Rural,28.06
Sulawesi Selatan,2012,Male,Urban,26.44
Sulawesi Selatan,2012,Male,Rural,23.74
Sulawesi Selatan,2012,Male,Urban+Rural,24.74
Sulawesi Selatan,2012,Female,Urban,28.48
Sulawesi Selatan,2012,Female,Rural,25.09
Sulawesi Selatan,2012,Female,Urban+Rural,26.34
Sulawesi Selatan,2013,Male,Urban,22.315722010000002
Sulawesi Selatan,2013,Male,Rural,24.24645881
Sulawesi Selatan,2013,Male,Urban+Rural,23.5291436
Sulawesi Selatan,2013,Female,Urban,22.25573452
Sulawesi Selatan,2013,Female,Rural,25.83961004
Sulawesi Selatan,2013,Female,Urban+Rural,24.5228509
Sulawesi Selatan,2014,Male,Urban,20.74700402
Sulawesi Selatan,2014,Male,Rural,26.41811805
Sulawesi Selatan,2014,Male,Urban+Rural,24.30655841
Sulawesi Selatan,2014,Female,Urban,21.73013602
Sulawesi Selatan,2014,Female,Rural,27.27257533
Sulawesi Selatan,2014,Female,Urban+Rural,25.22999311
Sulawesi Selatan,2015,Male,Urban,25.24032699
Sulawesi Selatan,2015,Male,Rural,25.9800961
Sulawesi Selatan,2015,Male,Urban+Rural,25.70209954
Sulawesi Selatan,2015,Female,Urban,26.10317631
Sulawesi Selatan,2015,Female,Rural,27.33136054
Sulawesi Selatan,2015,Female,Urban+Rural,26.87501844
Sulawesi Selatan,2016,Male,Urban,21.04391506
Sulawesi Selatan,2016,Male,Rural,23.58500709
Sulawesi Selatan,2016,Male,Urban+Rural,22.60083004
Sulawesi Selatan,2016,Female,Urban,24.27849655
Sulawesi Selatan,2016,Female,Rural,24.67122043
Sulawesi Selatan,2016,Female,Urban+Rural,24.52105259
Sulawesi Selatan,2017,Male,Urban,23.84070041
Sulawesi Selatan,2017,Male,Rural,23.0811614
Sulawesi Selatan,2017,Male,Urban+Rural,23.38317868
Sulawesi Selatan,2017,Female,Urban,26.28754328
Sulawesi Selatan,2017,Female,Rural,25.74540575
Sulawesi Selatan,2017,Female,Urban+Rural,25.95874971
Sulawesi Selatan,2018,Male,Urban,28.7939233
Sulawesi Selatan,2018,Male,Rural,27.3200957
Sulawesi Selatan,2018,Male,Urban+Rural,27.93710367
Sulawesi Selatan,2018,Female,Urban,31.88111461
Sulawesi Selatan,2018,Female,Rural,29.7632655
Sulawesi Selatan,2018,Female,Urban+Rural,30.64172171
Sulawesi Selatan,2019,Male,Urban,29.99484541
Sulawesi Selatan,2019,Male,Rural,27.36307896
Sulawesi Selatan,2019,Male,Urban+Rural,28.52450307
Sulawesi Selatan,2019,Female,Urban,33.2839745
Sulawesi Selatan,2019,Female,Rural,30.41040683
Sulawesi Selatan,2019,Female,Urban+Rural,31.63629286
Sulawesi Selatan,2020,Male,Urban,28.02666863
Sulawesi Selatan,2020,Male,Rural,26.43808203
Sulawesi Selatan,2020,Male,Urban+Rural,27.13965256
Sulawesi Selatan,2020,Female,Urban,31.77829651
Sulawesi Selatan,2020,Female,Rural,29.71412686
Sulawesi Selatan,2020,Female,Urban+Rural,30.59686465
Sulawesi Selatan,2021,Male,Urban,34.82305293
Sulawesi Selatan,2021,Male,Rural,19.42002568
Sulawesi Selatan,2021,Male,Urban+Rural,26.43522772
Sulawesi Selatan,2021,Female,Urban,36.84640461
Sulawesi Selatan,2021,Female,Rural,23.762856
Sulawesi Selatan,2021,Female,Urban+Rural,29.55603875
Sulawesi Selatan,2022,Male,Urban,25.29236244
Sulawesi Selatan,2022,Male,Rural,36.48700268
Sulawesi Selatan,2022,Male,Urban+Rural,31.37578268
Sulawesi Selatan,2022,Female,Urban,28.95967215
Sulawesi Selatan,2022,Female,Rural,41.92083834
Sulawesi Selatan,2022,Female,Urban+Rural,36.01094377
Sulawesi Selatan,2023,Male,Urban,20.60982621
Sulawesi Selatan,2023,Male,Rural,20.82833719
Sulawesi Selatan,2023,Male,Urban+Rural,20.72591445
Sulawesi Selatan,2023,Female,Urban,22.985057
Sulawesi Selatan,2023,Female,Rural,25.41418559
Sulawesi Selatan,2023,Female,Urban+Rural,24.29092186
Sulawesi Tenggara,2009,Male,Urban,34.32
Sulawesi Tenggara,2009,Male,Rural,34.41
Sulawesi Tenggara,2009,Male,Urban+Rural,34.39
Sulawesi Tenggara,2009,Female,Urban,37.03
Sulawesi Tenggara,2009,Female,Rural,37.48
Sulawesi Tenggara,2009,Female,Urban+Rural,37.38
Sulawesi Tenggara,2010,Male,Urban,37.69
Sulawesi Tenggara,2010,Male,Rural,34.7
Sulawesi Tenggara,2010,Male,Urban+Rural,35.52
Sulawesi Tenggara,2010,Female,Urban,39.33
Sulawesi Tenggara,2010,Female,Rural,34.77
Sulawesi Tenggara,2010,Female,Urban+Rural,36.02
Sulawesi Tenggara,2011,Male,Urban,24.04
Sulawesi Tenggara,2011,Male,Rural,26.89
Sulawesi Tenggara,2011,Male,Urban+Rural,26.11
Sulawesi Tenggara,2011,Female,Urban,28.53
Sulawesi Tenggara,2011,Female,Rural,25.69
Sulawesi Tenggara,2011,Female,Urban+Rural,27.75
Sulawesi Tenggara,2012,Male,Urban,29.26
Sulawesi Tenggara,2012,Male,Rural,27.12
Sulawesi Tenggara,2012,Male,Urban+Rural,27.71
Sulawesi Tenggara,2012,Female,Urban,32.55
Sulawesi Tenggara,2012,Female,Rural,30.61
Sulawesi Tenggara,2012,Female,Urban+Rural,31.15
Sulawesi Tenggara,2013,Male,Urban,26.88182119
Sulawesi Tenggara,2013,Male,Rural,26.39226828
Sulawesi Tenggara,2013,Male,Urban+Rural,26.52833914
Sulawesi Tenggara,2013,Female,Urban,29.05187209
Sulawesi Tenggara,2013,Female,Rural,29.72667801
Sulawesi Tenggara,2013,Female,Urban+Rural,29.53710423
Sulawesi Tenggara,2014,Male,Urban,25.16151709
Sulawesi Tenggara,2014,Male,Rural,28.55980584
Sulawesi Tenggara,2014,Male,Urban+Rural,27.61313322
Sulawesi Tenggara,2014,Female,Urban,30.43640382
Sulawesi Tenggara,2014,Female,Rural,30.20887333
Sulawesi Tenggara,2014,Female,Urban+Rural,30.27300622
Sulawesi Tenggara,2015,Male,Urban,25.74387018
Sulawesi Tenggara,2015,Male,Rural,24.74774348
Sulawesi Tenggara,2015,Male,Urban+Rural,25.03248638
Sulawesi Tenggara,2015,Female,Urban,29.9140358
Sulawesi Tenggara,2015,Female,Rural,25.38564953
Sulawesi Tenggara,2015,Female,Urban+Rural,26.70022965
Sulawesi Tenggara,2016,Male,Urban,31.61026953
Sulawesi Tenggara,2016,Male,Rural,23.9668466
Sulawesi Tenggara,2016,Male,Urban+Rural,26.22998422
Sulawesi Tenggara,2016,Female,Urban,33.30371437
Sulawesi Tenggara,2016,Female,Rural,24.93914608
Sulawesi Tenggara,2016,Female,Urban+Rural,27.45066851
Sulawesi Tenggara,2017,Male,Urban,24.64383182
Sulawesi Tenggara,2017,Male,Rural,22.64143945
Sulawesi Tenggara,2017,Male,Urban+Rural,23.28128396
Sulawesi Tenggara,2017,Female,Urban,25.88342634
Sulawesi Tenggara,2017,Female,Rural,24.45420593
Sulawesi Tenggara,2017,Female,Urban+Rural,24.91399465
Sulawesi Tenggara,2018,Male,Urban,24.54941929
Sulawesi Tenggara,2018,Male,Rural,26.57212663
Sulawesi Tenggara,2018,Male,Urban+Rural,25.79714813
Sulawesi Tenggara,2018,Female,Urban,28.53314151
Sulawesi Tenggara,2018,Female,Rural,30.65216782
Sulawesi Tenggara,2018,Female,Urban+Rural,29.84045658
Sulawesi Tenggara,2019,Male,Urban,29.05517552
Sulawesi Tenggara,2019,Male,Rural,25.74716972
Sulawesi Tenggara,2019,Male,Urban+Rural,27.0597032
Sulawesi Tenggara,2019,Female,Urban,31.26442691
Sulawesi Tenggara,2019,Female,Rural,29.07897539
Sulawesi Tenggara,2019,Female,Urban+Rural,29.92326597
Sulawesi Tenggara,2020,Male,Urban,28.58365773
Sulawesi Tenggara,2020,Male,Rural,27.58078262
Sulawesi Tenggara,2020,Male,Urban+Rural,27.98154879
Sulawesi Tenggara,2020,Female,Urban,30.77101337
Sulawesi Tenggara,2020,Female,Rural,30.33823239
Sulawesi Tenggara,2020,Female,Urban+Rural,30.50517726
Sulawesi Tenggara,2021,Male,Urban,31.27336774
Sulawesi Tenggara,2021,Male,Rural,20.61315373
Sulawesi Tenggara,2021,Male,Urban+Rural,24.50633055
Sulawesi Tenggara,2021,Female,Urban,32.9682335
Sulawesi Tenggara,2021,Female,Rural,23.90785238
Sulawesi Tenggara,2021,Female,Urban+Rural,27.09226576
Sulawesi Tenggara,2022,Male,Urban,25.59644003
Sulawesi Tenggara,2022,Male,Rural,31.27678425
Sulawesi Tenggara,2022,Male,Urban+Rural,29.22806623
Sulawesi Tenggara,2022,Female,Urban,30.08110401
Sulawesi Tenggara,2022,Female,Rural,35.22575343
Sulawesi Tenggara,2022,Female,Urban+Rural,33.31945722
Sulawesi Tenggara,2023,Male,Urban,18.18718701
Sulawesi Tenggara,2023,Male,Rural,19.92582544
Sulawesi Tenggara,2023,Male,Urban+Rural,19.26515486
Sulawesi Tenggara,2023,Female,Urban,22.27589197
Sulawesi Tenggara,2023,Female,Rural,23.4618041
Sulawesi Tenggara,2023,Female,Urban+Rural,23.00235179
Gorontalo,2009,Male,Urban,42.03
Gorontalo,2009,Male,Rural,51.18
Gorontalo,2009,Male,Urban+Rural,48.33
Gorontalo,2009,Female,Urban,39.86
Gorontalo,2009,Female,Rural,52.74
Gorontalo,2009,Female,Urban+Rural,48.64
Gorontalo,2010,Male,Urban,34.14
Gorontalo,2010,Male,Rural,47.05
Gorontalo,2010,Male,Urban+Rural,42.75
Gorontalo,2010,Female,Urban,34.62
Gorontalo,2010,Female,Rural,46.77
Gorontalo,2010,Female,Urban+Rural,42.55
Gorontalo,2011,Male,Urban,35.83
Gorontalo,2011,Male,Rural,43.9
Gorontalo,2011,Male,Urban+Rural,41.18
Gorontalo,2011,Female,Urban,44.42
Gorontalo,2011,Female,Rural,32.87
Gorontalo,2011,Female,Urban+Rural,40.45
Gorontalo,2012,Male,Urban,38.63
Gorontalo,2012,Male,Rural,37.99
Gorontalo,2012,Male,Urban+Rural,38.2
Gorontalo,2012,Female,Urban,38.21
Gorontalo,2012,Female,Rural,35.84
Gorontalo,2012,Female,Urban+Rural,36.67
Gorontalo,2013,Male,Urban,37.03265353
Gorontalo,2013,Male,Rural,37.17068393
Gorontalo,2013,Male,Urban+Rural,37.12437632
Gorontalo,2013,Female,Urban,36.52255235
Gorontalo,2013,Female,Rural,36.53408272
Gorontalo,2013,Female,Urban+Rural,36.53005984
Gorontalo,2014,Male,Urban,40.22909657
Gorontalo,2014,Male,Rural,35.07428936
Gorontalo,2014,Male,Urban+Rural,36.80979617
Gorontalo,2014,Female,Urban,41.42992218
Gorontalo,2014,Female,Rural,34.26775551
Gorontalo,2014,Female,Urban+Rural,36.77380352
Gorontalo,2015,Male,Urban,31.88553163
Gorontalo,2015,Male,Rural,39.85530397
Gorontalo,2015,Male,Urban+Rural,37.14688693
Gorontalo,2015,Female,Urban,32.55350903
Gorontalo,2015,Female,Rural,40.5576104
Gorontalo,2015,Female,Urban+Rural,37.72282834
Gorontalo,2016,Male,Urban,33.43410031
Gorontalo,2016,Male,Rural,32.78607504
Gorontalo,2016,Male,Urban+Rural,33.01428012
Gorontalo,2016,Female,Urban,35.67220548
Gorontalo,2016,Female,Rural,33.60478265
Gorontalo,2016,Female,Urban+Rural,34.36528408
Gorontalo,2017,Male,Urban,33.91074856
Gorontalo,2017,Male,Rural,33.86091002
Gorontalo,2017,Male,Urban+Rural,33.87872149
Gorontalo,2017,Female,Urban,35.88776819
Gorontalo,2017,Female,Rural,34.45927673
Gorontalo,2017,Female,Urban+Rural,34.98859663
Gorontalo,2018,Male,Urban,34.03425934
Gorontalo,2018,Male,Rural,37.02626484
Gorontalo,2018,Male,Urban+Rural,35.88780527
Gorontalo,2018,Female,Urban,36.01396091
Gorontalo,2018,Female,Rural,39.30168131
Gorontalo,2018,Female,Urban+Rural,38.00784276
Gorontalo,2019,Male,Urban,39.50057236
Gorontalo,2019,Male,Rural,32.56550045
Gorontalo,2019,Male,Urban+Rural,35.51228264
Gorontalo,2019,Female,Urban,38.91046717
Gorontalo,2019,Female,Rural,38.09337338
Gorontalo,2019,Female,Urban+Rural,38.43572391
Gorontalo,2020,Male,Urban,30.08331976
Gorontalo,2020,Male,Rural,29.52280044
Gorontalo,2020,Male,Urban+Rural,29.7611968
Gorontalo,2020,Female,Urban,32.80216552
Gorontalo,2020,Female,Rural,35.95608868
Gorontalo,2020,Female,Urban+Rural,34.63443702
Gorontalo,2021,Male,Urban,33.66532518
Gorontalo,2021,Male,Rural,25.23174548
Gorontalo,2021,Male,Urban+Rural,28.93139871
Gorontalo,2021,Female,Urban,38.39420658
Gorontalo,2021,Female,Rural,29.14987909
Gorontalo,2021,Female,Urban+Rural,33.18655947
Gorontalo,2022,Male,Urban,34.36244038
Gorontalo,2022,Male,Rural,33.44054563
Gorontalo,2022,Male,Urban+Rural,33.83585419
Gorontalo,2022,Female,Urban,39.49405008
Gorontalo,2022,Female,Rural,39.07290028
Gorontalo,2022,Female,Urban+Rural,39.26397448
Gorontalo,2023,Male,Urban,36.50298335
Gorontalo,2023,Male,Rural,31.07557127
Gorontalo,2023,Male,Urban+Rural,33.42852527
Gorontalo,2023,Female,Urban,40.18879561
Gorontalo,2023,Female,Rural,34.81397369
Gorontalo,2023,Female,Urban+Rural,37.27041368
Sulawesi Barat,2009,Male,Urban,31.35
Sulawesi Barat,2009,Male,Rural,40.64
Sulawesi Barat,2009,Male,Urban+Rural,37.58
Sulawesi Barat,2009,Female,Urban,33.64
Sulawesi Barat,2009,Female,Rural,41.06
Sulawesi Barat,2009,Female,Urban+Rural,38.59
Sulawesi Barat,2010,Male,Urban,36.98
Sulawesi Barat,2010,Male,Rural,35.37
Sulawesi Barat,2010,Male,Urban+Rural,35.73
Sulawesi Barat,2010,Female,Urban,39.58
Sulawesi Barat,2010,Female,Rural,34.89
Sulawesi Barat,2010,Female,Urban+Rural,35.98
Sulawesi Barat,2011,Male,Urban,36.51
Sulawesi Barat,2011,Male,Rural,32.33
Sulawesi Barat,2011,Male,Urban+Rural,33.27
Sulawesi Barat,2011,Female,Urban,33.87
Sulawesi Barat,2011,Female,Rural,35
Sulawesi Barat,2011,Female,Urban+Rural,34.14
Sulawesi Barat,2012,Male,Urban,34.89
Sulawesi Barat,2012,Male,Rural,31.35
Sulawesi Barat,2012,Male,Urban+Rural,32.15
Sulawesi Barat,2012,Female,Urban,41.35
Sulawesi Barat,2012,Female,Rural,33.19
Sulawesi Barat,2012,Female,Urban+Rural,35.08
Sulawesi Barat,2013,Male,Urban,30.15848057
Sulawesi Barat,2013,Male,Rural,30.10879391
Sulawesi Barat,2013,Male,Urban+Rural,30.11992798
Sulawesi Barat,2013,Female,Urban,33.41883014
Sulawesi Barat,2013,Female,Rural,30.67700597
Sulawesi Barat,2013,Female,Urban+Rural,31.30982672
Sulawesi Barat,2014,Male,Urban,31.56287557
Sulawesi Barat,2014,Male,Rural,29.22533113
Sulawesi Barat,2014,Male,Urban+Rural,29.7502429
Sulawesi Barat,2014,Female,Urban,33.67838232
Sulawesi Barat,2014,Female,Rural,33.08766841
Sulawesi Barat,2014,Female,Urban+Rural,33.22434203
Sulawesi Barat,2015,Male,Urban,30.0913228
Sulawesi Barat,2015,Male,Rural,28.41968769
Sulawesi Barat,2015,Male,Urban+Rural,28.74947858
Sulawesi Barat,2015,Female,Urban,32.98642694
Sulawesi Barat,2015,Female,Rural,29.8120678
Sulawesi Barat,2015,Female,Urban+Rural,30.46326001
Sulawesi Barat,2016,Male,Urban,28.28778451
Sulawesi Barat,2016,Male,Rural,25.36431828
Sulawesi Barat,2016,Male,Urban+Rural,25.95026214
Sulawesi Barat,2016,Female,Urban,31.16790409
Sulawesi Barat,2016,Female,Rural,26.56080655
Sulawesi Barat,2016,Female,Urban+Rural,27.52191007
Sulawesi Barat,2017,Male,Urban,24.75052149
Sulawesi Barat,2017,Male,Rural,24.8696253
Sulawesi Barat,2017,Male,Urban+Rural,24.84527488
Sulawesi Barat,2017,Female,Urban,25.8512125
Sulawesi Barat,2017,Female,Rural,26.86393886
Sulawesi Barat,2017,Female,Urban+Rural,26.64968591
Sulawesi Barat,2018,Male,Urban,31.39483773
Sulawesi Barat,2018,Male,Rural,27.92194701
Sulawesi Barat,2018,Male,Urban+Rural,28.72748856
Sulawesi Barat,2018,Female,Urban,31.37825767
Sulawesi Barat,2018,Female,Rural,29.85390238
Sulawesi Barat,2018,Female,Urban+Rural,30.22116376
Sulawesi Barat,2019,Male,Urban,25.89751293
Sulawesi Barat,2019,Male,Rural,26.16010745
Sulawesi Barat,2019,Male,Urban+Rural,26.09742671
Sulawesi Barat,2019,Female,Urban,25.73385274
Sulawesi Barat,2019,Female,Rural,27.95800936
Sulawesi Barat,2019,Female,Urban+Rural,27.43747069
Sulawesi Barat,2020,Male,Urban,24.8176684
Sulawesi Barat,2020,Male,Rural,24.6881324
Sulawesi Barat,2020,Male,Urban+Rural,24.71912753
Sulawesi Barat,2020,Female,Urban,29.70150095
Sulawesi Barat,2020,Female,Rural,27.31987419
Sulawesi Barat,2020,Female,Urban+Rural,27.87441349
Sulawesi Barat,2021,Male,Urban,31.49199658
Sulawesi Barat,2021,Male,Rural,22.54029111
Sulawesi Barat,2021,Male,Urban+Rural,24.38064253
Sulawesi Barat,2021,Female,Urban,34.20625906
Sulawesi Barat,2021,Female,Rural,25.63392231
Sulawesi Barat,2021,Female,Urban+Rural,27.36230513
Sulawesi Barat,2022,Male,Urban,31.71588107
Sulawesi Barat,2022,Male,Rural,27.44804852
Sulawesi Barat,2022,Male,Urban+Rural,28.29095072
Sulawesi Barat,2022,Female,Urban,37.35279991
Sulawesi Barat,2022,Female,Rural,32.61134775
Sulawesi Barat,2022,Female,Urban+Rural,33.59873008
Sulawesi Barat,2023,Male,Urban,23.39244044
Sulawesi Barat,2023,Male,Rural,22.76152581
Sulawesi Barat,2023,Male,Urban+Rural,22.88698508
Sulawesi Barat,2023,Female,Urban,24.12932623
Sulawesi Barat,2023,Female,Rural,27.46536378
Sulawesi Barat,2023,Female,Urban+Rural,26.7743532
Maluku,2009,Male,Urban,32.59
Maluku,2009,Male,Rural,35.97
Maluku,2009,Male,Urban+Rural,35.1
Maluku,2009,Female,Urban,29.52
Maluku,2009,Female,Rural,40.51
Maluku,2009,Female,Urban+Rural,37.54
Maluku,2010,Male,Urban,29.18
Maluku,2010,Male,Rural,32.64
Maluku,2010,Male,Urban+Rural,31.36
Maluku,2010,Female,Urban,28.83
Maluku,2010,Female,Rural,34.69
Maluku,2010,Female,Urban+Rural,32.5
Maluku,2011,Male,Urban,22.93
Maluku,2011,Male,Rural,26.51
